session_examen;academie;code_region;libelle_region;tranche_age;serie;inscrits;presents;admis;admis_sans_mention;admis_ab;admis_b;admis_tb;inscrits_filles;presents_filles;admis_filles;admis_sans_mention_filles;admis_ab_filles;admis_b_filles;admis_tb_filles
2011;AMIENS;32;Hauts-de-France;17 ans ou plus;SERIE TECHNOLOGIQUE;176;136;95;72;21;2;0;90;70;51;38;12;1;0
2011;ROUEN;28;Normandie;16 ans;SERIE TECHNOLOGIQUE;1008;947;722;511;177;32;2;325;308;258;181;62;13;2
2011;ROUEN;28;Normandie;15 ans ou moins;SERIE TECHNOLOGIQUE;313;308;260;154;84;22;0;83;82;78;39;29;10;0
2011;LIMOGES;75;Nouvelle-Aquitaine;16 ans;SERIE TECHNOLOGIQUE;374;356;274;179;81;13;1;122;114;95;56;34;5;0
2011;LIMOGES;75;Nouvelle-Aquitaine;17 ans ou plus;SERIE TECHNOLOGIQUE;97;66;47;33;12;2;0;25;21;18;14;3;1;0
2011;NICE;93;Provence-Alpes-Côte-d'Azur;15 ans ou moins;SERIE TECHNOLOGIQUE;13;11;11;7;3;1;0;5;4;4;2;2;0;0
2011;CRETEIL;11;Île-de-France;16 ans;SERIE TECHNOLOGIQUE;159;151;123;73;40;10;0;50;47;37;20;16;1;0
2011;VERSAILLES;11;Île-de-France;15 ans ou moins;SERIE TECHNOLOGIQUE;333;317;262;175;68;18;1;142;134;116;71;31;13;1
2012;PARIS;11;Île-de-France;16 ans;SERIE COLLEGE;3395;3294;2031;1255;625;134;17;1495;1450;958;546;327;77;8
2012;PARIS;11;Île-de-France;15 ans ou moins;SERIE COLLEGE;16196;16100;15003;2646;4815;4983;2559;8431;8392;7919;1180;2326;2753;1660
2012;BESANCON;27;Bourgogne-et-Franche-Comté;17 ans ou plus;SERIE COLLEGE;211;197;103;72;29;2;0;114;110;63;42;20;1;0
2012;BORDEAUX;75;Nouvelle-Aquitaine;16 ans;SERIE COLLEGE;6147;5803;4009;2828;1020;145;16;2815;2664;1895;1309;493;83;10
2012;BORDEAUX;75;Nouvelle-Aquitaine;17 ans ou plus;SERIE COLLEGE;501;418;266;193;66;7;0;237;202;129;88;36;5;0
2012;CAEN;28;Normandie;15 ans ou moins;SERIE COLLEGE;12182;12159;11231;2681;3757;3170;1623;6451;6442;6068;1248;1906;1848;1066
2012;CLERMONT-FERRAND;84;Auvergne-et-Rhône-Alpes;15 ans ou moins;SERIE COLLEGE;10380;10344;9707;2755;3267;2490;1195;5314;5295;5033;1258;1646;1398;731
2012;DIJON;27;Bourgogne-et-Franche-Comté;16 ans;SERIE COLLEGE;3312;3163;1809;1178;528;89;14;1553;1487;896;547;286;57;6
2012;POITIERS;75;Nouvelle-Aquitaine;16 ans;SERIE COLLEGE;3269;3196;2073;1414;559;94;6;1486;1456;998;657;282;57;2
2012;AMIENS;32;Hauts-de-France;16 ans;SERIE COLLEGE;4424;4223;2611;1940;555;97;19;2079;1993;1322;967;290;54;11
2012;ROUEN;28;Normandie;15 ans ou moins;SERIE COLLEGE;16956;16863;15532;5127;4606;3697;2102;8796;8748;8269;2463;2383;2088;1335
2012;CORSE;94;Corse;16 ans;SERIE COLLEGE;555;512;329;216;92;19;2;258;245;173;113;48;12;0
2012;CORSE;94;Corse;15 ans ou moins;SERIE COLLEGE;2152;2135;2015;436;613;550;416;1098;1093;1045;195;297;298;255
2012;GUYANE;03;Guyane;17 ans ou plus;SERIE COLLEGE;452;407;198;153;32;11;2;248;215;109;79;20;9;1
2012;POITIERS;75;Nouvelle-Aquitaine;15 ans ou moins;SERIE PROFESSIONNELLE;260;251;216;116;85;15;0;87;86;74;39;29;6;0
2012;POITIERS;75;Nouvelle-Aquitaine;17 ans ou plus;SERIE PROFESSIONNELLE;868;623;351;283;60;8;0;377;266;147;122;22;3;0
2012;RENNES;53;Bretagne;15 ans ou moins;SERIE PROFESSIONNELLE;197;192;173;85;76;12;0;74;72;69;29;33;7;0
2012;NICE;93;Provence-Alpes-Côte-d'Azur;15 ans ou moins;SERIE PROFESSIONNELLE;486;464;320;202;103;15;0;187;176;126;83;37;6;0
2012;CRETEIL;11;Île-de-France;16 ans;SERIE PROFESSIONNELLE;1788;1543;1013;718;258;36;1;821;712;465;332;121;11;1
2012;CORSE;94;Corse;15 ans ou moins;SERIE PROFESSIONNELLE;55;47;43;17;22;4;0;22;18;17;7;7;3;0
2012;MARTINIQUE;02;Martinique;17 ans ou plus;SERIE PROFESSIONNELLE;170;131;72;57;14;1;0;59;43;26;18;7;1;0
2012;GUADELOUPE;01;Guadeloupe;17 ans ou plus;SERIE PROFESSIONNELLE;170;122;47;40;7;0;0;46;36;21;19;2;0;0
2012;GUYANE;03;Guyane;16 ans;SERIE PROFESSIONNELLE;100;98;49;40;8;1;0;33;32;17;12;4;1;0
2012;GUYANE;03;Guyane;15 ans ou moins;SERIE PROFESSIONNELLE;21;21;18;18;0;0;0;8;8;8;8;0;0;0
2012;PARIS;11;Île-de-France;17 ans ou plus;SERIE TECHNOLOGIQUE;34;32;5;3;2;0;0;16;15;2;1;1;0;0
2012;AIX-MARSEILLE;93;Provence-Alpes-Côte-d'Azur;17 ans ou plus;SERIE TECHNOLOGIQUE;166;127;83;51;26;6;0;89;59;38;22;14;2;0
2012;BESANCON;27;Bourgogne-et-Franche-Comté;16 ans;SERIE TECHNOLOGIQUE;745;718;539;321;188;30;0;229;217;166;103;57;6;0
2012;CAEN;28;Normandie;16 ans;SERIE TECHNOLOGIQUE;1014;986;730;482;211;34;3;369;358;290;186;83;20;1
2012;CAEN;28;Normandie;15 ans ou moins;SERIE TECHNOLOGIQUE;252;248;208;109;79;20;0;77;75;66;29;27;10;0
2012;CAEN;28;Normandie;17 ans ou plus;SERIE TECHNOLOGIQUE;184;153;101;74;23;4;0;65;59;41;27;12;2;0
2012;CLERMONT-FERRAND;84;Auvergne-et-Rhône-Alpes;15 ans ou moins;SERIE TECHNOLOGIQUE;69;68;60;29;26;5;0;19;19;18;7;10;1;0
2012;DIJON;27;Bourgogne-et-Franche-Comté;17 ans ou plus;SERIE TECHNOLOGIQUE;143;142;96;60;32;4;0;71;70;50;32;16;2;0
2012;LILLE;32;Hauts-de-France;15 ans ou moins;SERIE TECHNOLOGIQUE;330;322;298;129;125;42;2;113;109;103;43;41;17;2
2012;LYON;84;Auvergne-et-Rhône-Alpes;15 ans ou moins;SERIE TECHNOLOGIQUE;211;208;193;98;77;18;0;76;75;69;35;30;4;0
2012;RENNES;53;Bretagne;17 ans ou plus;SERIE TECHNOLOGIQUE;445;408;323;182;118;22;1;179;164;133;73;48;11;1
2012;TOULOUSE;76;Occitanie;17 ans ou plus;SERIE TECHNOLOGIQUE;144;136;100;66;29;5;0;63;60;42;26;12;4;0
2012;LIMOGES;75;Nouvelle-Aquitaine;15 ans ou moins;SERIE TECHNOLOGIQUE;127;123;101;56;35;10;0;43;42;34;19;9;6;0
2012;CRETEIL;11;Île-de-France;15 ans ou moins;SERIE TECHNOLOGIQUE;52;48;38;27;10;1;0;21;21;16;12;3;1;0
2012;CRETEIL;11;Île-de-France;17 ans ou plus;SERIE TECHNOLOGIQUE;131;68;49;35;9;3;2;22;12;10;8;2;0;0
2013;PARIS;11;Île-de-France;15 ans ou moins;SERIE GENERALE;16816;16743;15323;3417;4706;4651;2549;8614;8584;7985;1578;2309;2497;1601
2013;AIX-MARSEILLE;93;Provence-Alpes-Côte-d'Azur;16 ans;SERIE GENERALE;5256;4954;2658;2022;494;120;22;2442;2321;1308;989;241;60;18
2013;AIX-MARSEILLE;93;Provence-Alpes-Côte-d'Azur;15 ans ou moins;SERIE GENERALE;24550;24399;21515;7086;6833;5013;2583;12683;12614;11390;3438;3537;2771;1644
2013;CAEN;28;Normandie;15 ans ou moins;SERIE GENERALE;13025;12991;11545;3275;3586;3015;1669;6922;6908;6297;1596;1884;1735;1082
2013;CLERMONT-FERRAND;84;Auvergne-et-Rhône-Alpes;17 ans ou plus;SERIE GENERALE;219;187;92;77;13;2;0;99;85;44;37;6;1;0
2013;DIJON;27;Bourgogne-et-Franche-Comté;17 ans ou plus;SERIE GENERALE;258;236;131;95;31;5;0;118;108;58;43;14;1;0
2013;GRENOBLE;84;Auvergne-et-Rhône-Alpes;17 ans ou plus;SERIE GENERALE;431;374;182;151;23;7;1;210;180;86;74;9;3;0
2013;LYON;84;Auvergne-et-Rhône-Alpes;16 ans;SERIE GENERALE;6069;5750;3668;2725;798;127;18;2835;2713;1809;1305;410;82;12
2013;MONTPELLIER;76;Occitanie;16 ans;SERIE GENERALE;4865;4524;2445;1810;526;93;16;2157;2009;1143;817;268;46;12
2013;AMIENS;32;Hauts-de-France;16 ans;SERIE GENERALE;4082;3915;2190;1738;367;71;14;1889;1809;1078;849;180;37;12
2013;ROUEN;28;Normandie;16 ans;SERIE GENERALE;3737;3565;2359;1850;419;75;15;1693;1615;1118;885;192;35;6
2013;ROUEN;28;Normandie;15 ans ou moins;SERIE GENERALE;17665;17571;15978;5715;4474;3531;2258;9227;9187;8568;2810;2390;2021;1347
2013;ROUEN;28;Normandie;17 ans ou plus;SERIE GENERALE;302;268;159;124;27;8;0;137;122;77;62;11;4;0
2013;LIMOGES;75;Nouvelle-Aquitaine;15 ans ou moins;SERIE GENERALE;5237;5228;4784;1538;1432;1151;663;2737;2731;2572;752;771;647;402
2013;CORSE;94;Corse;15 ans ou moins;SERIE GENERALE;2291;2275;2143;750;615;466;312;1161;1154;1097;342;327;250;178
2013;MARTINIQUE;02;Martinique;16 ans;SERIE GENERALE;1106;1067;665;586;70;7;2;467;455;311;272;32;6;1
2013;MARTINIQUE;02;Martinique;15 ans ou moins;SERIE GENERALE;3652;3641;3390;1532;978;604;276;2031;2024;1930;806;553;391;180
2013;MARTINIQUE;02;Martinique;17 ans ou plus;SERIE GENERALE;159;141;65;56;8;1;0;59;49;25;22;2;1;0
2013;GUADELOUPE;01;Guadeloupe;16 ans;SERIE GENERALE;1296;1265;640;509;108;18;5;589;577;329;258;60;10;1
2013;GUYANE;03;Guyane;15 ans ou moins;SERIE GENERALE;2125;2098;1852;902;504;305;141;1165;1150;1041;473;291;193;84
2013;MAYOTTE;06;Mayotte;15 ans ou moins;SERIE GENERALE;1860;1844;1533;724;463;233;113;1073;1066;941;420;294;156;71
2013;PARIS;11;Île-de-France;16 ans;SERIE PROFESSIONNELLE;545;491;330;217;89;24;0;243;215;132;88;33;11;0
2013;PARIS;11;Île-de-France;17 ans ou plus;SERIE PROFESSIONNELLE;352;226;125;96;25;4;0;153;102;55;42;12;1;0
2013;AIX-MARSEILLE;93;Provence-Alpes-Côte-d'Azur;17 ans ou plus;SERIE PROFESSIONNELLE;532;395;194;137;53;4;0;247;177;83;63;17;3;0
2013;BESANCON;27;Bourgogne-et-Franche-Comté;15 ans ou moins;SERIE PROFESSIONNELLE;324;317;263;138;98;26;1;98;96;86;40;38;8;0
2013;CAEN;28;Normandie;17 ans ou plus;SERIE PROFESSIONNELLE;425;333;210;159;42;7;2;183;150;92;76;13;2;1
2013;DIJON;27;Bourgogne-et-Franche-Comté;17 ans ou plus;SERIE PROFESSIONNELLE;265;234;163;107;46;9;1;125;109;79;55;20;4;0
2013;LILLE;32;Hauts-de-France;17 ans ou plus;SERIE PROFESSIONNELLE;1878;1113;668;536;109;21;2;806;457;254;215;32;7;0
2013;LYON;84;Auvergne-et-Rhône-Alpes;17 ans ou plus;SERIE PROFESSIONNELLE;455;384;254;162;79;13;0;202;175;116;78;30;8;0
2013;MONTPELLIER;76;Occitanie;15 ans ou moins;SERIE PROFESSIONNELLE;1071;1044;844;473;299;71;1;436;429;363;190;140;33;0
2013;MONTPELLIER;76;Occitanie;17 ans ou plus;SERIE PROFESSIONNELLE;571;385;233;147;74;10;2;270;169;100;69;27;3;1
2013;POITIERS;75;Nouvelle-Aquitaine;16 ans;SERIE PROFESSIONNELLE;1746;1634;1236;888;302;46;0;646;610;481;331;131;19;0
2013;RENNES;53;Bretagne;16 ans;SERIE PROFESSIONNELLE;2966;2781;2322;1370;806;141;5;1039;979;840;509;284;46;1
2013;RENNES;53;Bretagne;17 ans ou plus;SERIE PROFESSIONNELLE;1650;1237;676;490;159;26;1;689;520;269;205;58;6;0
2013;STRASBOURG;44;Grand-Est;16 ans;SERIE PROFESSIONNELLE;846;787;572;379;168;25;0;313;291;206;132;61;13;0
2013;NANTES;52;Pays-de-la-Loire;16 ans;SERIE PROFESSIONNELLE;3724;3474;2672;1597;918;156;1;1389;1296;1032;610;350;71;1
2013;ORLEANS-TOURS;24;Centre-Val-de-Loire;15 ans ou moins;SERIE PROFESSIONNELLE;663;648;564;312;210;39;3;201;198;177;92;73;11;1
2013;REIMS;44;Grand-Est;17 ans ou plus;SERIE PROFESSIONNELLE;473;374;275;208;54;13;0;239;196;146;124;19;3;0
2013;AMIENS;32;Hauts-de-France;16 ans;SERIE PROFESSIONNELLE;886;819;637;401;197;38;1;380;358;291;175;95;20;1
2013;LIMOGES;75;Nouvelle-Aquitaine;15 ans ou moins;SERIE PROFESSIONNELLE;151;150;127;63;50;13;1;49;49;42;19;19;4;0
2013;NICE;93;Provence-Alpes-Côte-d'Azur;17 ans ou plus;SERIE PROFESSIONNELLE;524;330;186;137;36;13;0;177;110;64;48;13;3;0
2013;CRETEIL;11;Île-de-France;17 ans ou plus;SERIE PROFESSIONNELLE;1131;726;395;325;54;15;1;490;309;164;139;22;3;0
2013;MARTINIQUE;02;Martinique;16 ans;SERIE PROFESSIONNELLE;193;178;102;79;22;0;1;70;61;35;26;8;0;1
2013;MARTINIQUE;02;Martinique;17 ans ou plus;SERIE PROFESSIONNELLE;143;113;50;42;8;0;0;69;52;22;18;4;0;0
2013;GUADELOUPE;01;Guadeloupe;16 ans;SERIE PROFESSIONNELLE;428;387;208;178;30;0;0;139;131;78;65;13;0;0
2013;MAYOTTE;06;Mayotte;17 ans ou plus;SERIE PROFESSIONNELLE;78;60;20;17;3;0;0;38;31;4;3;1;0;0
2014;PARIS;11;Île-de-France;17 ans ou plus;SERIE GENERALE;321;282;141;113;21;3;4;135;114;56;45;6;2;3
2014;BESANCON;27;Bourgogne-et-Franche-Comté;16 ans;SERIE GENERALE;1968;1927;1148;873;246;23;6;868;849;542;415;113;11;3
2014;BORDEAUX;75;Nouvelle-Aquitaine;15 ans ou moins;SERIE GENERALE;29098;28954;26261;8013;8346;6430;3472;14930;14865;13807;3779;4363;3521;2144
2014;BORDEAUX;75;Nouvelle-Aquitaine;17 ans ou plus;SERIE GENERALE;384;325;171;134;35;2;0;167;141;78;58;19;1;0
2014;CLERMONT-FERRAND;84;Auvergne-et-Rhône-Alpes;16 ans;SERIE GENERALE;2140;2061;1316;1030;243;40;3;989;946;632;495;122;14;1
2014;GRENOBLE;84;Auvergne-et-Rhône-Alpes;17 ans ou plus;SERIE GENERALE;361;302;165;138;20;6;1;176;147;75;62;9;4;0
2014;LILLE;32;Hauts-de-France;15 ans ou moins;SERIE GENERALE;38174;37915;34569;12110;9706;7934;4819;19670;19543;18162;5831;4931;4469;2931
2014;LYON;84;Auvergne-et-Rhône-Alpes;15 ans ou moins;SERIE GENERALE;28493;28339;26334;8261;8417;6541;3115;14623;14551;13721;3929;4258;3596;1938
2014;ORLEANS-TOURS;24;Centre-Val-de-Loire;16 ans;SERIE GENERALE;4691;4503;2760;2167;500;81;12;2118;2045;1329;1045;238;39;7
2014;REIMS;44;Grand-Est;15 ans ou moins;SERIE GENERALE;11726;11665;10210;3421;2988;2418;1383;6094;6066;5440;1644;1535;1374;887
2014;REIMS;44;Grand-Est;17 ans ou plus;SERIE GENERALE;193;166;72;55;13;4;0;84;72;33;26;5;2;0
2014;NICE;93;Provence-Alpes-Côte-d'Azur;17 ans ou plus;SERIE GENERALE;249;218;120;89;26;4;1;132;116;67;49;14;4;0
2014;VERSAILLES;11;Île-de-France;17 ans ou plus;SERIE GENERALE;845;729;403;333;53;15;2;379;333;184;146;31;7;0
2014;GUADELOUPE;01;Guadeloupe;17 ans ou plus;SERIE GENERALE;137;117;46;37;7;2;0;66;55;21;17;4;0;0
2014;GUYANE;03;Guyane;17 ans ou plus;SERIE GENERALE;326;292;161;134;20;6;1;153;139;84;72;8;4;0
2014;MAYOTTE;06;Mayotte;17 ans ou plus;SERIE GENERALE;930;874;411;372;33;6;0;449;431;216;197;15;4;0
2014;PARIS;11;Île-de-France;15 ans ou moins;SERIE PROFESSIONNELLE;211;201;151;85;46;19;1;90;85;62;32;18;11;1
2014;AIX-MARSEILLE;93;Provence-Alpes-Côte-d'Azur;16 ans;SERIE PROFESSIONNELLE;1896;1746;1283;804;391;83;5;763;705;527;324;169;31;3
2014;AIX-MARSEILLE;93;Provence-Alpes-Côte-d'Azur;17 ans ou plus;SERIE PROFESSIONNELLE;519;371;225;141;70;13;1;222;155;86;50;32;4;0
2014;BESANCON;27;Bourgogne-et-Franche-Comté;17 ans ou plus;SERIE PROFESSIONNELLE;198;163;129;77;45;7;0;72;65;55;35;18;2;0
2014;CLERMONT-FERRAND;84;Auvergne-et-Rhône-Alpes;17 ans ou plus;SERIE PROFESSIONNELLE;398;321;191;156;33;2;0;195;160;94;80;14;0;0
2014;MONTPELLIER;76;Occitanie;15 ans ou moins;SERIE PROFESSIONNELLE;1138;1102;841;435;320;81;5;452;438;355;175;135;43;2
2014;POITIERS;75;Nouvelle-Aquitaine;16 ans;SERIE PROFESSIONNELLE;1781;1636;1300;880;367;53;0;691;634;534;356;157;21;0
2014;RENNES;53;Bretagne;17 ans ou plus;SERIE PROFESSIONNELLE;1508;1041;710;466;207;35;2;643;464;318;214;93;10;1
2014;LIMOGES;75;Nouvelle-Aquitaine;15 ans ou moins;SERIE PROFESSIONNELLE;171;169;150;69;55;24;2;54;53;48;25;15;7;1
2014;CORSE;94;Corse;17 ans ou plus;SERIE PROFESSIONNELLE;12;9;4;2;2;0;0;6;4;2;1;1;0;0
2014;LA REUNION;04;La-Réunion;17 ans ou plus;SERIE PROFESSIONNELLE;118;105;69;47;17;5;0;48;39;26;18;7;1;0
2014;GUADELOUPE;01;Guadeloupe;15 ans ou moins;SERIE PROFESSIONNELLE;276;270;200;151;45;4;0;112;112;95;74;19;2;0
2014;GUADELOUPE;01;Guadeloupe;17 ans ou plus;SERIE PROFESSIONNELLE;112;80;51;42;9;0;0;47;35;23;19;4;0;0
2014;GUYANE;03;Guyane;17 ans ou plus;SERIE PROFESSIONNELLE;158;142;87;71;13;3;0;65;56;34;30;4;0;0
2014;MAYOTTE;06;Mayotte;16 ans;SERIE PROFESSIONNELLE;32;27;17;15;2;0;0;9;9;5;4;1;0;0
2014;MAYOTTE;06;Mayotte;17 ans ou plus;SERIE PROFESSIONNELLE;92;75;38;30;7;1;0;38;37;19;14;4;1;0
2015;BESANCON;27;Bourgogne-et-Franche-Comté;16 ans;SERIE GENERALE;1842;1798;1074;787;232;50;5;843;820;537;382;122;30;3
2015;BESANCON;27;Bourgogne-et-Franche-Comté;17 ans ou plus;SERIE GENERALE;105;93;56;38;18;0;0;56;51;30;20;10;0;0
2015;CLERMONT-FERRAND;84;Auvergne-et-Rhône-Alpes;17 ans ou plus;SERIE GENERALE;137;112;68;55;10;2;1;59;47;30;25;3;1;1
2015;DIJON;27;Bourgogne-et-Franche-Comté;15 ans ou moins;SERIE GENERALE;14584;14513;13190;3570;3871;3430;2319;7557;7520;6965;1633;1923;1907;1502
2015;GRENOBLE;84;Auvergne-et-Rhône-Alpes;15 ans ou moins;SERIE GENERALE;32231;32068;29885;8539;8978;7803;4565;16319;16256;15430;3860;4341;4311;2918
2015;MONTPELLIER;76;Occitanie;16 ans;SERIE GENERALE;4769;4370;2458;1777;536;129;16;2165;2004;1213;864;266;72;11
2015;STRASBOURG;44;Grand-Est;16 ans;SERIE GENERALE;2938;2784;1639;1107;411;100;21;1318;1251;792;522;201;59;10
2015;TOULOUSE;76;Occitanie;17 ans ou plus;SERIE GENERALE;270;230;114;79;28;7;0;130;108;55;40;12;3;0
2015;ROUEN;28;Normandie;16 ans;SERIE GENERALE;3182;3059;2047;1553;386;89;19;1434;1383;972;736;190;36;10
2015;ROUEN;28;Normandie;15 ans ou moins;SERIE GENERALE;18937;18831;17088;5761;4600;3845;2882;9688;9644;8994;2732;2327;2097;1838
2015;ROUEN;28;Normandie;17 ans ou plus;SERIE GENERALE;239;211;129;106;15;8;0;123;106;58;48;6;4;0
2015;NICE;93;Provence-Alpes-Côte-d'Azur;16 ans;SERIE GENERALE;3434;3193;1935;1413;395;103;24;1519;1425;938;653;206;61;18
2015;CRETEIL;11;Île-de-France;16 ans;SERIE GENERALE;9050;8578;5216;3882;977;301;56;3907;3756;2523;1787;521;171;44
2015;LA REUNION;04;La-Réunion;17 ans ou plus;SERIE GENERALE;99;86;41;33;4;4;0;40;35;21;18;2;1;0
2015;MARTINIQUE;02;Martinique;15 ans ou moins;SERIE GENERALE;4066;4052;3780;1616;1005;754;405;2223;2216;2118;818;555;479;266
2015;GUYANE;03;Guyane;15 ans ou moins;SERIE GENERALE;2556;2502;2141;1005;604;341;191;1431;1403;1258;551;363;214;130
2015;MAYOTTE;06;Mayotte;16 ans;SERIE GENERALE;1815;1748;1110;739;282;80;9;909;884;603;384;167;47;5
2015;MAYOTTE;06;Mayotte;15 ans ou moins;SERIE GENERALE;2453;2424;2057;875;626;337;219;1400;1386;1226;505;373;204;144
2015;BESANCON;27;Bourgogne-et-Franche-Comté;16 ans;SERIE PROFESSIONNELLE;968;896;664;429;202;31;2;341;318;232;153;68;11;0
2015;CAEN;28;Normandie;17 ans ou plus;SERIE PROFESSIONNELLE;334;262;174;111;48;14;1;129;110;77;57;18;2;0
2015;DIJON;27;Bourgogne-et-Franche-Comté;15 ans ou moins;SERIE PROFESSIONNELLE;601;589;519;268;194;54;3;180;175;164;84;57;22;1
2015;GRENOBLE;84;Auvergne-et-Rhône-Alpes;17 ans ou plus;SERIE PROFESSIONNELLE;614;459;285;204;68;12;1;293;219;140;107;30;3;0
2015;LILLE;32;Hauts-de-France;16 ans;SERIE PROFESSIONNELLE;3296;2784;2115;1371;601;138;5;1163;962;763;487;218;58;0
2015;LYON;84;Auvergne-et-Rhône-Alpes;16 ans;SERIE PROFESSIONNELLE;1997;1913;1565;877;574;111;3;804;761;656;341;263;50;2
2015;NANCY-METZ;44;Grand-Est;17 ans ou plus;SERIE PROFESSIONNELLE;192;156;115;70;32;13;0;78;62;48;31;14;3;0
2015;POITIERS;75;Nouvelle-Aquitaine;15 ans ou moins;SERIE PROFESSIONNELLE;654;641;531;310;177;42;2;242;234;205;111;74;18;2
2015;RENNES;53;Bretagne;16 ans;SERIE PROFESSIONNELLE;3300;3040;2503;1459;886;153;5;1208;1116;948;547;332;67;2
2015;RENNES;53;Bretagne;17 ans ou plus;SERIE PROFESSIONNELLE;1376;988;630;441;158;26;5;549;402;246;183;55;7;1
2015;TOULOUSE;76;Occitanie;16 ans;SERIE PROFESSIONNELLE;1860;1668;1294;744;457;89;4;746;665;541;294;194;52;1
2015;NANTES;52;Pays-de-la-Loire;16 ans;SERIE PROFESSIONNELLE;4049;3695;2840;1641;1004;190;5;1581;1433;1150;661;410;78;1
2015;ORLEANS-TOURS;24;Centre-Val-de-Loire;16 ans;SERIE PROFESSIONNELLE;1564;1424;1064;661;356;47;0;629;562;437;274;144;19;0
2015;CRETEIL;11;Île-de-France;17 ans ou plus;SERIE PROFESSIONNELLE;907;603;351;272;62;13;4;335;227;129;99;25;5;0
2015;VERSAILLES;11;Île-de-France;15 ans ou moins;SERIE PROFESSIONNELLE;972;941;760;490;213;56;1;324;308;262;156;80;26;0
2015;CORSE;94;Corse;15 ans ou moins;SERIE PROFESSIONNELLE;104;100;93;56;31;6;0;38;36;36;19;14;3;0
2015;CORSE;94;Corse;17 ans ou plus;SERIE PROFESSIONNELLE;8;8;4;3;1;0;0;3;3;2;2;0;0;0
2015;LA REUNION;04;La-Réunion;15 ans ou moins;SERIE PROFESSIONNELLE;981;975;891;382;357;137;15;441;439;410;176;165;61;8
2015;GUADELOUPE;01;Guadeloupe;15 ans ou moins;SERIE PROFESSIONNELLE;245;242;219;67;109;36;7;97;97;87;21;45;17;4
2015;MAYOTTE;06;Mayotte;17 ans ou plus;SERIE PROFESSIONNELLE;140;118;50;39;9;2;0;61;48;15;12;3;0;0
2016;AIX-MARSEILLE;93;Provence-Alpes-Côte-d'Azur;16 ans;SERIE GENERALE;4249;3938;2539;1865;512;129;33;2025;1881;1277;909;276;73;19
2016;CAEN;28;Normandie;15 ans ou moins;SERIE GENERALE;14005;13947;12763;3480;3771;3213;2299;7326;7295;6846;1671;1915;1796;1464
2016;DIJON;27;Bourgogne-et-Franche-Comté;15 ans ou moins;SERIE GENERALE;14672;14615;13289;3763;3782;3346;2398;7480;7452;6957;1711;1913;1814;1519
2016;GRENOBLE;84;Auvergne-et-Rhône-Alpes;17 ans ou plus;SERIE GENERALE;244;195;109;92;13;3;1;106;76;42;36;3;2;1
2016;MONTPELLIER;76;Occitanie;15 ans ou moins;SERIE GENERALE;25437;25200;22645;6914;6666;5603;3462;12992;12895;11896;3202;3394;3091;2209
2016;RENNES;53;Bretagne;17 ans ou plus;SERIE GENERALE;199;178;107;68;30;8;1;82;74;47;28;16;2;1
2016;STRASBOURG;44;Grand-Est;16 ans;SERIE GENERALE;2819;2660;1617;1134;361;96;26;1327;1265;827;565;194;53;15
2016;NANTES;52;Pays-de-la-Loire;15 ans ou moins;SERIE GENERALE;37141;37000;34436;7617;10766;9761;6292;19112;19051;18057;3417;5267;5335;4038
2016;REIMS;44;Grand-Est;16 ans;SERIE GENERALE;2089;1959;1249;883;290;67;9;933;876;589;398;147;38;6
2016;REIMS;44;Grand-Est;17 ans ou plus;SERIE GENERALE;136;123;69;55;8;6;0;66;58;34;28;3;3;0
2016;CRETEIL;11;Île-de-France;15 ans ou moins;SERIE GENERALE;42674;42421;38714;13946;10822;8626;5320;22193;22094;20758;6599;5825;4937;3397
2016;CORSE;94;Corse;17 ans ou plus;SERIE GENERALE;35;33;21;17;3;1;0;15;14;11;7;3;1;0
2016;LA REUNION;04;La-Réunion;16 ans;SERIE GENERALE;1703;1566;866;589;168;94;15;699;650;413;279;75;47;12
2016;GUYANE;03;Guyane;16 ans;SERIE GENERALE;1141;1057;654;523;104;25;2;576;535;361;276;67;16;2
2016;BESANCON;27;Bourgogne-et-Franche-Comté;16 ans;SERIE PROFESSIONNELLE;922;878;695;398;252;42;3;312;299;239;145;78;15;1
2016;CLERMONT-FERRAND;84;Auvergne-et-Rhône-Alpes;16 ans;SERIE PROFESSIONNELLE;1002;854;730;462;212;56;0;392;334;296;180;95;21;0
2016;DIJON;27;Bourgogne-et-Franche-Comté;17 ans ou plus;SERIE PROFESSIONNELLE;155;124;102;66;27;6;3;66;57;49;32;14;2;1
2016;NANCY-METZ;44;Grand-Est;15 ans ou moins;SERIE PROFESSIONNELLE;1098;1087;945;389;392;144;20;364;361;325;133;128;53;11
2016;NANCY-METZ;44;Grand-Est;17 ans ou plus;SERIE PROFESSIONNELLE;183;145;105;48;37;15;5;69;57;42;21;12;6;3
2016;POITIERS;75;Nouvelle-Aquitaine;16 ans;SERIE PROFESSIONNELLE;1823;1697;1438;882;474;79;3;662;619;541;337;173;30;1
2016;POITIERS;75;Nouvelle-Aquitaine;15 ans ou moins;SERIE PROFESSIONNELLE;668;657;551;279;206;62;4;260;254;219;102;86;27;4
2016;STRASBOURG;44;Grand-Est;16 ans;SERIE PROFESSIONNELLE;856;752;607;385;181;37;4;285;240;202;135;53;13;1
2016;STRASBOURG;44;Grand-Est;17 ans ou plus;SERIE PROFESSIONNELLE;169;126;82;55;19;7;1;75;63;36;27;6;3;0
