session_examen;academie;code_region;libelle_region;tranche_age;serie;inscrits;presents;admis;admis_sans_mention;admis_ab;admis_b;admis_tb;inscrits_filles;presents_filles;admis_filles;admis_sans_mention_filles;admis_ab_filles;admis_b_filles;admis_tb_filles
2014;MARTINIQUE;02;Martinique;17 ans ou plus;SERIE GENERALE;137;125;57;49;7;1;0;62;58;30;26;3;1;0
2014;BORDEAUX;75;Nouvelle-Aquitaine;17 ans ou plus;SERIE PROFESSIONNELLE;1068;785;563;370;159;32;2;469;352;257;172;77;8;0
2014;CAEN;28;Normandie;16 ans;SERIE PROFESSIONNELLE;1279;1224;959;620;299;38;2;475;455;376;224;136;15;1
2014;LYON;84;Auvergne-et-Rhône-Alpes;16 ans;SERIE PROFESSIONNELLE;2068;1965;1665;928;613;121;3;819;785;685;363;260;60;2
2014;MONTPELLIER;76;Occitanie;17 ans ou plus;SERIE PROFESSIONNELLE;494;311;194;118;55;19;2;228;145;95;66;25;4;0
2014;POITIERS;75;Nouvelle-Aquitaine;15 ans ou moins;SERIE PROFESSIONNELLE;539;526;442;243;164;34;1;214;207;174;93;62;19;0
2014;POITIERS;75;Nouvelle-Aquitaine;17 ans ou plus;SERIE PROFESSIONNELLE;922;712;500;374;109;15;2;351;274;205;158;41;5;1
2014;TOULOUSE;76;Occitanie;15 ans ou moins;SERIE PROFESSIONNELLE;917;898;781;428;281;72;0;345;334;303;148;116;39;0
2014;NANTES;52;Pays-de-la-Loire;17 ans ou plus;SERIE PROFESSIONNELLE;1687;1221;801;504;257;38;2;774;572;368;250;104;14;0
2014;REIMS;44;Grand-Est;15 ans ou moins;SERIE PROFESSIONNELLE;515;503;446;206;167;67;6;175;169;153;67;58;27;1
2014;AMIENS;32;Hauts-de-France;16 ans;SERIE PROFESSIONNELLE;1016;906;719;442;235;40;2;410;369;300;183;100;15;2
2014;AMIENS;32;Hauts-de-France;15 ans ou moins;SERIE PROFESSIONNELLE;475;464;413;218;154;38;3;182;177;160;79;61;18;2
2014;ROUEN;28;Normandie;16 ans;SERIE PROFESSIONNELLE;1104;997;832;573;214;44;1;396;359;317;217;84;15;1
2014;LA REUNION;04;La-Réunion;15 ans ou moins;SERIE PROFESSIONNELLE;966;959;843;400;337;102;4;418;412;376;185;131;58;2
2014;MARTINIQUE;02;Martinique;17 ans ou plus;SERIE PROFESSIONNELLE;124;91;60;53;7;0;0;36;24;15;11;4;0;0
2014;MAYOTTE;06;Mayotte;15 ans ou moins;SERIE PROFESSIONNELLE;9;9;9;9;0;0;0;2;2;2;2;0;0;0
2015;PARIS;11;Île-de-France;15 ans ou moins;SERIE GENERALE;17962;17886;16490;3189;4679;5049;3573;9316;9289;8702;1501;2227;2724;2250
2015;AIX-MARSEILLE;93;Provence-Alpes-Côte-d'Azur;16 ans;SERIE GENERALE;4417;4093;2476;1781;550;126;19;2145;1994;1263;887;294;71;11
2015;AIX-MARSEILLE;93;Provence-Alpes-Côte-d'Azur;15 ans ou moins;SERIE GENERALE;26588;26354;23799;7244;7190;5856;3509;13672;13574;12522;3448;3666;3194;2214
2015;BESANCON;27;Bourgogne-et-Franche-Comté;15 ans ou moins;SERIE GENERALE;11253;11225;10198;2746;3168;2547;1737;5774;5760;5379;1239;1591;1430;1119
2015;GRENOBLE;84;Auvergne-et-Rhône-Alpes;16 ans;SERIE GENERALE;5039;4749;3064;2250;646;149;19;2287;2169;1509;1066;349;82;12
2015;GRENOBLE;84;Auvergne-et-Rhône-Alpes;17 ans ou plus;SERIE GENERALE;270;228;124;100;20;4;0;125;107;60;50;8;2;0
2015;LYON;84;Auvergne-et-Rhône-Alpes;16 ans;SERIE GENERALE;5506;5187;3476;2412;859;172;33;2499;2370;1710;1155;438;100;17
2015;MONTPELLIER;76;Occitanie;17 ans ou plus;SERIE GENERALE;371;318;128;100;23;5;0;176;146;63;49;12;2;0
2015;POITIERS;75;Nouvelle-Aquitaine;15 ans ou moins;SERIE GENERALE;15998;15940;14504;3713;4437;3819;2535;8247;8215;7655;1737;2203;2112;1603
2015;STRASBOURG;44;Grand-Est;15 ans ou moins;SERIE GENERALE;17992;17915;16267;4349;4613;4334;2971;9113;9073;8473;1963;2293;2342;1875
2015;TOULOUSE;76;Occitanie;15 ans ou moins;SERIE GENERALE;27089;26990;24956;5993;7356;6811;4796;13900;13847;13020;2752;3597;3624;3047
2015;REIMS;44;Grand-Est;17 ans ou plus;SERIE GENERALE;157;130;68;49;13;4;2;72;59;28;19;6;2;1
2015;AMIENS;32;Hauts-de-France;17 ans ou plus;SERIE GENERALE;205;181;91;75;11;4;1;97;89;48;39;8;1;0
2015;LIMOGES;75;Nouvelle-Aquitaine;15 ans ou moins;SERIE GENERALE;5948;5937;5482;1437;1548;1458;1039;3054;3051;2869;669;743;784;673
2015;VERSAILLES;11;Île-de-France;16 ans;SERIE GENERALE;9669;9292;6039;4439;1220;302;78;4176;4030;2835;1978;620;183;54
2015;LA REUNION;04;La-Réunion;16 ans;SERIE GENERALE;1962;1821;943;661;194;77;11;813;758;462;312;103;40;7
2015;MARTINIQUE;02;Martinique;16 ans;SERIE GENERALE;956;929;603;507;82;12;2;384;376;276;224;44;7;1
2015;GUYANE;03;Guyane;16 ans;SERIE GENERALE;1071;983;617;484;101;30;2;541;498;334;258;60;15;1
2015;AIX-MARSEILLE;93;Provence-Alpes-Côte-d'Azur;16 ans;SERIE PROFESSIONNELLE;1822;1647;1184;733;387;62;2;695;620;473;283;166;23;1
2015;AIX-MARSEILLE;93;Provence-Alpes-Côte-d'Azur;15 ans ou moins;SERIE PROFESSIONNELLE;1267;1219;958;569;308;78;3;520;500;398;224;134;37;3
2015;AIX-MARSEILLE;93;Provence-Alpes-Côte-d'Azur;17 ans ou plus;SERIE PROFESSIONNELLE;388;244;159;105;44;10;0;155;108;73;50;19;4;0
2015;BESANCON;27;Bourgogne-et-Franche-Comté;17 ans ou plus;SERIE PROFESSIONNELLE;210;167;106;70;28;5;3;79;65;44;31;12;1;0
2015;CLERMONT-FERRAND;84;Auvergne-et-Rhône-Alpes;15 ans ou moins;SERIE PROFESSIONNELLE;466;452;404;243;137;22;2;176;169;158;87;56;14;1
2015;DIJON;27;Bourgogne-et-Franche-Comté;17 ans ou plus;SERIE PROFESSIONNELLE;177;152;102;67;28;6;1;76;63;41;28;12;1;0
2015;LILLE;32;Hauts-de-France;15 ans ou moins;SERIE PROFESSIONNELLE;1054;1036;851;433;306;104;8;374;368;303;144;110;49;0
2015;LILLE;32;Hauts-de-France;17 ans ou plus;SERIE PROFESSIONNELLE;1571;978;647;505;119;21;2;611;390;259;202;50;6;1
2015;MONTPELLIER;76;Occitanie;16 ans;SERIE PROFESSIONNELLE;1677;1538;1146;684;382;78;2;735;676;525;313;179;33;0
2015;MONTPELLIER;76;Occitanie;15 ans ou moins;SERIE PROFESSIONNELLE;1090;1064;886;471;320;90;5;432;422;353;180;125;46;2
2015;NANCY-METZ;44;Grand-Est;15 ans ou moins;SERIE PROFESSIONNELLE;1048;1031;918;453;360;102;3;344;339;311;141;123;46;1
2015;POITIERS;75;Nouvelle-Aquitaine;16 ans;SERIE PROFESSIONNELLE;1904;1753;1373;1006;318;45;4;746;681;536;402;112;20;2
2015;NANTES;52;Pays-de-la-Loire;15 ans ou moins;SERIE PROFESSIONNELLE;1498;1465;1260;582;551;119;8;528;516;460;192;205;57;6
2015;ORLEANS-TOURS;24;Centre-Val-de-Loire;17 ans ou plus;SERIE PROFESSIONNELLE;636;412;228;162;49;14;3;285;197;105;82;19;4;0
2015;REIMS;44;Grand-Est;15 ans ou moins;SERIE PROFESSIONNELLE;618;601;543;238;206;91;8;200;195;184;78;73;31;2
2015;ROUEN;28;Normandie;16 ans;SERIE PROFESSIONNELLE;1036;907;719;489;191;34;5;376;324;260;175;70;15;0
2015;NICE;93;Provence-Alpes-Côte-d'Azur;16 ans;SERIE PROFESSIONNELLE;1071;928;612;420;155;36;1;411;363;245;160;67;17;1
2015;CRETEIL;11;Île-de-France;16 ans;SERIE PROFESSIONNELLE;1610;1377;1053;768;241;44;0;604;513;397;271;106;20;0
2015;VERSAILLES;11;Île-de-France;16 ans;SERIE PROFESSIONNELLE;2227;1994;1439;976;396;63;4;854;758;576;375;170;30;1
2015;LA REUNION;04;La-Réunion;17 ans ou plus;SERIE PROFESSIONNELLE;87;81;54;34;13;7;0;38;35;24;14;7;3;0
2015;GUADELOUPE;01;Guadeloupe;16 ans;SERIE PROFESSIONNELLE;330;320;252;90;116;41;5;117;114;92;31;39;18;4
2015;GUYANE;03;Guyane;17 ans ou plus;SERIE PROFESSIONNELLE;180;153;96;87;7;2;0;72;63;35;35;0;0;0
2015;MAYOTTE;06;Mayotte;15 ans ou moins;SERIE PROFESSIONNELLE;12;11;8;6;2;0;0;5;5;3;2;1;0;0
2016;PARIS;11;Île-de-France;15 ans ou moins;SERIE GENERALE;17987;17878;16568;3428;4559;5045;3536;9183;9139;8655;1591;2239;2647;2178
2016;BORDEAUX;75;Nouvelle-Aquitaine;17 ans ou plus;SERIE GENERALE;269;215;120;76;36;7;1;125;95;54;33;16;4;1
2016;CLERMONT-FERRAND;84;Auvergne-et-Rhône-Alpes;16 ans;SERIE GENERALE;1804;1675;1145;898;199;44;4;801;740;529;411;97;20;1
2016;DIJON;27;Bourgogne-et-Franche-Comté;17 ans ou plus;SERIE GENERALE;158;133;79;55;17;2;5;65;57;34;22;6;2;4
2016;LILLE;32;Hauts-de-France;15 ans ou moins;SERIE GENERALE;40652;40397;37315;11623;10138;8925;6629;20997;20880;19688;5428;5143;4980;4137
2016;LYON;84;Auvergne-et-Rhône-Alpes;17 ans ou plus;SERIE GENERALE;320;266;153;117;27;8;1;138;117;71;57;9;5;0
2016;NANCY-METZ;44;Grand-Est;17 ans ou plus;SERIE GENERALE;164;153;96;68;20;7;1;57;55;35;26;7;1;1
2016;STRASBOURG;44;Grand-Est;15 ans ou moins;SERIE GENERALE;17658;17576;16033;4527;4573;4112;2821;9029;8983;8421;2128;2286;2229;1778
2016;NANTES;52;Pays-de-la-Loire;17 ans ou plus;SERIE GENERALE;393;320;163;112;44;6;1;175;145;68;46;20;1;1
2016;ORLEANS-TOURS;24;Centre-Val-de-Loire;15 ans ou moins;SERIE GENERALE;24294;24186;22245;6735;6495;5507;3508;12481;12432;11714;3112;3280;3062;2260
2016;AMIENS;32;Hauts-de-France;15 ans ou moins;SERIE GENERALE;19635;19502;17538;5029;4776;4308;3425;10056;9988;9332;2288;2494;2390;2160
2016;ROUEN;28;Normandie;17 ans ou plus;SERIE GENERALE;196;181;106;81;16;7;2;105;97;57;45;5;6;1
2016;LIMOGES;75;Nouvelle-Aquitaine;15 ans ou moins;SERIE GENERALE;5975;5958;5493;1525;1624;1369;975;3050;3044;2867;688;825;760;594
2016;NICE;93;Provence-Alpes-Côte-d'Azur;15 ans ou moins;SERIE GENERALE;19706;19576;17637;5434;5044;4303;2856;10085;10028;9284;2581;2491;2390;1822
2016;CRETEIL;11;Île-de-France;16 ans;SERIE GENERALE;8979;8533;5587;4242;996;290;59;3855;3697;2622;1888;530;165;39
2016;VERSAILLES;11;Île-de-France;15 ans ou moins;SERIE GENERALE;58552;58263;54331;16113;15177;13793;9248;29795;29661;28320;7316;7503;7506;5995
2016;BORDEAUX;75;Nouvelle-Aquitaine;16 ans;SERIE PROFESSIONNELLE;2817;2392;1924;1024;704;188;8;1099;944;790;399;302;84;5
2016;BORDEAUX;75;Nouvelle-Aquitaine;17 ans ou plus;SERIE PROFESSIONNELLE;840;531;322;180;105;33;4;360;235;135;83;42;8;2
2016;CAEN;28;Normandie;17 ans ou plus;SERIE PROFESSIONNELLE;274;222;174;100;48;22;4;98;89;68;35;20;11;2
2016;CLERMONT-FERRAND;84;Auvergne-et-Rhône-Alpes;17 ans ou plus;SERIE PROFESSIONNELLE;358;275;185;140;39;5;1;164;114;78;66;11;1;0
2016;GRENOBLE;84;Auvergne-et-Rhône-Alpes;16 ans;SERIE PROFESSIONNELLE;2583;2381;1960;1095;697;164;4;951;877;729;397;265;65;2
2016;GRENOBLE;84;Auvergne-et-Rhône-Alpes;17 ans ou plus;SERIE PROFESSIONNELLE;500;338;232;158;60;12;2;192;123;82;59;16;5;2
2016;LILLE;32;Hauts-de-France;15 ans ou moins;SERIE PROFESSIONNELLE;1248;1215;1003;459;377;156;11;420;412;345;151;131;59;4
2016;LYON;84;Auvergne-et-Rhône-Alpes;15 ans ou moins;SERIE PROFESSIONNELLE;1192;1174;1050;408;449;181;12;440;433;395;145;167;79;4
2016;MONTPELLIER;76;Occitanie;17 ans ou plus;SERIE PROFESSIONNELLE;312;221;160;102;43;13;2;109;75;56;39;13;4;0
2016;NANCY-METZ;44;Grand-Est;16 ans;SERIE PROFESSIONNELLE;1548;1462;1191;616;448;120;7;593;559;483;235;189;56;3
2016;NANTES;52;Pays-de-la-Loire;15 ans ou moins;SERIE PROFESSIONNELLE;1651;1611;1410;583;610;201;16;621;606;539;204;240;86;9
2016;REIMS;44;Grand-Est;16 ans;SERIE PROFESSIONNELLE;900;844;697;334;279;79;5;360;340;295;127;127;37;4
2016;AMIENS;32;Hauts-de-France;16 ans;SERIE PROFESSIONNELLE;1094;975;807;434;283;84;6;457;409;348;175;137;34;2
2016;LIMOGES;75;Nouvelle-Aquitaine;16 ans;SERIE PROFESSIONNELLE;543;493;414;264;124;26;0;200;179;150;92;43;15;0
2016;LIMOGES;75;Nouvelle-Aquitaine;15 ans ou moins;SERIE PROFESSIONNELLE;251;248;218;101;93;22;2;87;86;79;34;35;9;1
2016;CRETEIL;11;Île-de-France;15 ans ou moins;SERIE PROFESSIONNELLE;830;802;693;385;228;73;7;289;279;246;125;90;29;2
2016;CRETEIL;11;Île-de-France;17 ans ou plus;SERIE PROFESSIONNELLE;852;547;349;266;62;19;2;324;224;146;119;22;3;2
2016;CORSE;94;Corse;15 ans ou moins;SERIE PROFESSIONNELLE;88;86;78;34;34;8;2;35;33;30;11;13;4;2
2016;LA REUNION;04;La-Réunion;15 ans ou moins;SERIE PROFESSIONNELLE;1102;1093;999;402;373;196;28;501;496;464;173;185;95;11
2016;MARTINIQUE;02;Martinique;17 ans ou plus;SERIE PROFESSIONNELLE;98;73;54;46;4;4;0;34;22;18;14;2;2;0
2016;GUADELOUPE;01;Guadeloupe;15 ans ou moins;SERIE PROFESSIONNELLE;219;216;167;106;47;14;0;93;92;79;48;24;7;0
2016;GUYANE;03;Guyane;16 ans;SERIE PROFESSIONNELLE;285;272;206;168;36;2;0;101;92;65;50;14;1;0
2016;MAYOTTE;06;Mayotte;17 ans ou plus;SERIE PROFESSIONNELLE;260;244;171;99;47;22;3;112;108;77;47;19;9;2
2017;AIX-MARSEILLE;93;Provence-Alpes-Côte-d'Azur;16 ans;SERIE GENERALE;4086;3791;2581;1191;858;415;117;1833;1718;1230;555;411;203;61
2017;BORDEAUX;75;Nouvelle-Aquitaine;17 ans ou plus;SERIE GENERALE;239;184;99;49;26;15;9;105;80;49;28;10;5;6
2017;CLERMONT-FERRAND;84;Auvergne-et-Rhône-Alpes;16 ans;SERIE GENERALE;1680;1614;1213;608;371;173;61;773;745;590;301;163;96;30
2017;DIJON;27;Bourgogne-et-Franche-Comté;15 ans ou moins;SERIE GENERALE;14730;14669;13643;2262;3238;3706;4437;7510;7481;7117;975;1511;1945;2686
2017;GRENOBLE;84;Auvergne-et-Rhône-Alpes;17 ans ou plus;SERIE GENERALE;163;139;86;43;34;3;6;71;61;38;17;16;2;3
2017;LILLE;32;Hauts-de-France;17 ans ou plus;SERIE GENERALE;351;299;208;110;50;38;10;180;156;110;57;27;21;5
2017;LYON;84;Auvergne-et-Rhône-Alpes;17 ans ou plus;SERIE GENERALE;254;222;138;71;46;15;6;119;106;67;30;22;10;5
2017;MONTPELLIER;76;Occitanie;15 ans ou moins;SERIE GENERALE;25654;25403;22918;3124;5079;6484;8231;13035;12913;11959;1405;2413;3305;4836
2017;NANCY-METZ;44;Grand-Est;17 ans ou plus;SERIE GENERALE;131;116;81;31;28;16;6;62;55;38;9;13;13;3
2017;POITIERS;75;Nouvelle-Aquitaine;17 ans ou plus;SERIE GENERALE;114;105;59;23;26;8;2;59;54;29;9;17;2;1
2017;RENNES;53;Bretagne;15 ans ou moins;SERIE GENERALE;32940;32864;31330;3893;6540;9310;11587;16974;16946;16440;1625;2994;4747;7074
2017;RENNES;53;Bretagne;17 ans ou plus;SERIE GENERALE;143;133;106;52;32;18;4;60;57;46;24;9;9;4
2017;STRASBOURG;44;Grand-Est;17 ans ou plus;SERIE GENERALE;146;124;91;37;34;12;8;69;61;50;21;22;4;3
2017;NANTES;52;Pays-de-la-Loire;15 ans ou moins;SERIE GENERALE;38088;37952;35872;5767;8220;10571;11314;19497;19436;18707;2478;3855;5502;6872
2017;REIMS;44;Grand-Est;15 ans ou moins;SERIE GENERALE;12374;12277;11552;1809;2209;3055;4479;6317;6270;6035;805;1031;1572;2627
2017;AMIENS;32;Hauts-de-France;16 ans;SERIE GENERALE;2970;2811;2024;993;643;291;97;1352;1288;983;472;320;144;47
2017;ROUEN;28;Normandie;15 ans ou moins;SERIE GENERALE;18909;18804;17308;3683;3707;4440;5478;9683;9635;9073;1662;1792;2359;3260
2017;LIMOGES;75;Nouvelle-Aquitaine;17 ans ou plus;SERIE GENERALE;58;56;35;16;9;3;7;24;23;15;3;6;2;4
2017;NICE;93;Provence-Alpes-Côte-d'Azur;15 ans ou moins;SERIE GENERALE;19742;19595;18246;3572;4154;4905;5615;10022;9952;9479;1542;2030;2536;3371
2017;CRETEIL;11;Île-de-France;17 ans ou plus;SERIE GENERALE;800;716;473;208;155;77;33;360;325;233;101;79;31;22
2017;GUADELOUPE;01;Guadeloupe;16 ans;SERIE GENERALE;914;864;556;267;194;80;15;383;367;269;124;90;47;8
2017;GUADELOUPE;01;Guadeloupe;15 ans ou moins;SERIE GENERALE;5053;5032;4531;837;1123;1354;1217;2660;2652;2492;368;543;779;802
2017;GUYANE;03;Guyane;17 ans ou plus;SERIE GENERALE;275;245;168;77;48;32;11;154;134;97;48;27;17;5
2017;PARIS;11;Île-de-France;16 ans;SERIE PROFESSIONNELLE;387;353;254;78;108;52;16;136;124;89;35;39;10;5
2017;BESANCON;27;Bourgogne-et-Franche-Comté;17 ans ou plus;SERIE PROFESSIONNELLE;102;90;70;33;27;5;5;41;36;26;16;8;0;2
2017;BORDEAUX;75;Nouvelle-Aquitaine;16 ans;SERIE PROFESSIONNELLE;2646;2203;1789;749;609;354;77;1023;876;747;302;249;157;39
2017;CLERMONT-FERRAND;84;Auvergne-et-Rhône-Alpes;17 ans ou plus;SERIE PROFESSIONNELLE;315;243;121;76;26;13;6;139;108;54;34;9;5;6
2017;GRENOBLE;84;Auvergne-et-Rhône-Alpes;17 ans ou plus;SERIE PROFESSIONNELLE;338;282;167;75;56;29;7;146;123;80;32;31;14;3
2017;LILLE;32;Hauts-de-France;17 ans ou plus;SERIE PROFESSIONNELLE;810;493;328;207;78;34;9;279;169;115;64;37;12;2
2017;MONTPELLIER;76;Occitanie;15 ans ou moins;SERIE PROFESSIONNELLE;1158;1130;971;277;296;303;95;439;426;383;100;109;124;50
2017;RENNES;53;Bretagne;15 ans ou moins;SERIE PROFESSIONNELLE;1273;1249;1142;361;378;318;85;424;414;390;102;138;107;43
2017;TOULOUSE;76;Occitanie;16 ans;SERIE PROFESSIONNELLE;2112;1881;1457;612;537;262;46;807;723;584;248;197;118;21
2017;ORLEANS-TOURS;24;Centre-Val-de-Loire;16 ans;SERIE PROFESSIONNELLE;1505;1400;1103;534;386;155;28;554;514;416;183;152;65;16
2017;ROUEN;28;Normandie;16 ans;SERIE PROFESSIONNELLE;1047;922;747;290;263;159;35;367;316;274;112;95;55;12
2017;ROUEN;28;Normandie;15 ans ou moins;SERIE PROFESSIONNELLE;613;603;519;140;156;160;63;185;183;161;48;35;55;23
2017;CRETEIL;11;Île-de-France;17 ans ou plus;SERIE PROFESSIONNELLE;519;364;230;135;63;23;9;198;134;88;52;25;9;2
2017;MAYOTTE;06;Mayotte;16 ans;SERIE PROFESSIONNELLE;452;426;309;207;79;22;1;182;175;140;87;42;10;1
2017;MAYOTTE;06;Mayotte;15 ans ou moins;SERIE PROFESSIONNELLE;160;153;125;70;45;8;2;58;54;52;29;18;4;1
2018;PARIS;11;Île-de-France;15 ans ou moins;SERIE GENERALE;18233;18142;16936;1980;2786;4195;7975;9359;9321;8865;909;1304;2093;4559
2018;PARIS;11;Île-de-France;17 ans ou plus;SERIE GENERALE;197;175;95;50;21;19;5;72;61;34;18;8;8;0
2018;AIX-MARSEILLE;93;Provence-Alpes-Côte-d'Azur;16 ans;SERIE GENERALE;3505;3246;1974;1120;591;199;64;1579;1476;972;538;292;102;40
2018;BESANCON;27;Bourgogne-et-Franche-Comté;16 ans;SERIE GENERALE;1251;1212;702;405;211;72;14;589;569;349;203;98;37;11
2018;BORDEAUX;75;Nouvelle-Aquitaine;16 ans;SERIE GENERALE;3199;2880;1700;848;571;229;52;1404;1271;802;395;255;122;30
2018;BORDEAUX;75;Nouvelle-Aquitaine;17 ans ou plus;SERIE GENERALE;223;163;83;38;27;17;1;103;82;45;18;17;9;1
2018;CAEN;28;Normandie;17 ans ou plus;SERIE GENERALE;77;73;41;27;11;3;0;35;33;15;12;3;0;0
2018;LILLE;32;Hauts-de-France;15 ans ou moins;SERIE GENERALE;41158;40875;37610;7315;8252;9806;12237;21239;21124;19896;3355;4039;5153;7349
2018;LILLE;32;Hauts-de-France;17 ans ou plus;SERIE GENERALE;293;244;151;96;40;13;2;115;98;60;42;13;4;1
2018;LYON;84;Auvergne-et-Rhône-Alpes;15 ans ou moins;SERIE GENERALE;32467;32301;29769;5170;7012;8775;8812;16375;16308;15367;2289;3303;4456;5319
2018;LYON;84;Auvergne-et-Rhône-Alpes;17 ans ou plus;SERIE GENERALE;274;241;133;84;29;15;5;135;113;65;42;10;10;3
2018;NANCY-METZ;44;Grand-Est;17 ans ou plus;SERIE GENERALE;103;90;60;30;20;7;3;50;45;32;16;8;6;2
2018;POITIERS;75;Nouvelle-Aquitaine;17 ans ou plus;SERIE GENERALE;85;71;36;18;15;2;1;40;36;20;9;9;1;1
2018;NICE;93;Provence-Alpes-Côte-d'Azur;15 ans ou moins;SERIE GENERALE;19695;19560;18033;4090;4330;4847;4766;9926;9870;9326;1839;2050;2547;2890
2018;CRETEIL;11;Île-de-France;15 ans ou moins;SERIE GENERALE;44566;44285;39706;9117;9554;10195;10840;23039;22950;21403;4098;4862;5632;6811
2018;VERSAILLES;11;Île-de-France;15 ans ou moins;SERIE GENERALE;61344;61052;56285;12549;12364;14440;16932;31237;31105;29571;5473;6074;7492;10532
2018;LA REUNION;04;La-Réunion;16 ans;SERIE GENERALE;1372;1266;584;288;209;65;22;543;499;271;130;98;32;11
2018;LA REUNION;04;La-Réunion;15 ans ou moins;SERIE GENERALE;10893;10818;9224;1921;2481;2439;2383;5672;5644;5086;915;1315;1380;1476
2018;MARTINIQUE;02;Martinique;16 ans;SERIE GENERALE;558;548;365;261;67;31;6;228;227;163;108;31;20;4
2018;MARTINIQUE;02;Martinique;17 ans ou plus;SERIE GENERALE;28;27;18;11;3;3;1;15;14;10;4;2;3;1
2018;PARIS;11;Île-de-France;15 ans ou moins;SERIE PROFESSIONNELLE;262;255;199;69;77;40;13;105;104;83;26;33;17;7
2018;BORDEAUX;75;Nouvelle-Aquitaine;16 ans;SERIE PROFESSIONNELLE;2254;1845;1443;666;488;248;41;848;691;547;246;188;94;19
2018;CAEN;28;Normandie;16 ans;SERIE PROFESSIONNELLE;954;915;760;362;245;130;23;351;339;296;136;102;49;9
2018;CAEN;28;Normandie;15 ans ou moins;SERIE PROFESSIONNELLE;807;798;687;258;223;167;39;271;270;245;73;80;76;16
2018;CLERMONT-FERRAND;84;Auvergne-et-Rhône-Alpes;15 ans ou moins;SERIE PROFESSIONNELLE;603;594;522;169;168;150;35;224;218;200;54;68;62;16
2018;DIJON;27;Bourgogne-et-Franche-Comté;16 ans;SERIE PROFESSIONNELLE;1115;1038;852;362;286;174;30;414;387;336;140;112;70;14
2018;DIJON;27;Bourgogne-et-Franche-Comté;17 ans ou plus;SERIE PROFESSIONNELLE;104;91;65;37;19;7;2;36;33;25;17;6;1;1
2018;GRENOBLE;84;Auvergne-et-Rhône-Alpes;16 ans;SERIE PROFESSIONNELLE;2450;2276;1681;724;590;307;60;848;791;621;276;226;97;22
2018;GRENOBLE;84;Auvergne-et-Rhône-Alpes;17 ans ou plus;SERIE PROFESSIONNELLE;326;242;146;71;44;25;6;110;82;52;27;14;8;3
2018;LILLE;32;Hauts-de-France;16 ans;SERIE PROFESSIONNELLE;3272;2801;2232;1134;675;347;76;1228;1063;888;427;295;131;35
2018;RENNES;53;Bretagne;15 ans ou moins;SERIE PROFESSIONNELLE;1556;1530;1368;432;471;334;131;503;496;458;139;143;122;54
2018;STRASBOURG;44;Grand-Est;16 ans;SERIE PROFESSIONNELLE;903;819;568;215;197;129;27;317;288;210;65;83;49;13
2018;TOULOUSE;76;Occitanie;17 ans ou plus;SERIE PROFESSIONNELLE;267;210;130;58;42;21;9;100;74;46;15;20;7;4
2018;NANTES;52;Pays-de-la-Loire;16 ans;SERIE PROFESSIONNELLE;3237;2889;2319;1060;833;373;53;1108;978;834;378;297;139;20
2018;NANTES;52;Pays-de-la-Loire;17 ans ou plus;SERIE PROFESSIONNELLE;819;527;298;171;81;41;5;286;182;105;61;28;13;3
2018;AMIENS;32;Hauts-de-France;17 ans ou plus;SERIE PROFESSIONNELLE;161;122;71;36;23;8;4;68;55;33;14;11;5;3
2018;ROUEN;28;Normandie;17 ans ou plus;SERIE PROFESSIONNELLE;185;140;91;46;32;11;2;67;52;33;21;11;0;1
2018;CRETEIL;11;Île-de-France;16 ans;SERIE PROFESSIONNELLE;1958;1730;1217;601;385;196;35;660;588;437;196;153;76;12
2018;LA REUNION;04;La-Réunion;15 ans ou moins;SERIE PROFESSIONNELLE;1234;1228;1123;226;389;371;137;608;606;562;92;191;195;84
2018;LA REUNION;04;La-Réunion;17 ans ou plus;SERIE PROFESSIONNELLE;53;45;35;12;11;11;1;18;17;13;5;5;3;0
2018;GUADELOUPE;01;Guadeloupe;17 ans ou plus;SERIE PROFESSIONNELLE;36;33;25;14;8;3;0;13;12;9;7;1;1;0
2018;GUYANE;03;Guyane;17 ans ou plus;SERIE PROFESSIONNELLE;216;191;107;75;20;8;4;96;89;49;37;8;2;2
2018;MAYOTTE;06;Mayotte;16 ans;SERIE PROFESSIONNELLE;499;490;353;243;92;17;1;201;198;158;103;46;9;0
2018;MAYOTTE;06;Mayotte;17 ans ou plus;SERIE PROFESSIONNELLE;322;239;127;75;38;12;2;110;105;61;37;18;5;1
2011;BESANCON;27;Bourgogne-et-Franche-Comté;17 ans ou plus;SERIE COLLEGE;240;224;106;85;16;5;0;123;115;58;50;6;2;0
2011;BORDEAUX;75;Nouvelle-Aquitaine;15 ans ou moins;SERIE COLLEGE;25475;25305;23756;8139;7767;5506;2344;13318;13231;12606;3984;4087;3103;1432
2011;BORDEAUX;75;Nouvelle-Aquitaine;17 ans ou plus;SERIE COLLEGE;569;499;313;271;39;3;0;276;248;153;133;18;2;0
2011;CAEN;28;Normandie;16 ans;SERIE COLLEGE;3408;3283;1910;1412;441;55;2;1660;1605;982;711;237;33;1
2011;CAEN;28;Normandie;17 ans ou plus;SERIE COLLEGE;281;245;117;93;22;2;0;129;112;55;48;6;1;0
2011;LYON;84;Auvergne-et-Rhône-Alpes;15 ans ou moins;SERIE COLLEGE;26566;26401;24734;8151;8437;5958;2188;13798;13720;13011;3971;4331;3361;1348
